"streetname","originalcertifybydate","newcorrectbydate","registrationid","longitude","zip","latitude","violationid","class","inspectiondate","newcertifybydate","nta","communityboard","violationstatus","councildistrict","censustract","bbl","story","block","buildingid","novid","currentstatus","currentstatusdate","lot","approveddate","novtype","ordernumber","certifieddate","highhousenumber","boro","bin","boroid","novissueddate","streetcode","novdescription","currentstatusid","originalcorrectbydate","lowhousenumber","housenumber","apartment"
"WEST 156 STREET","2014-02-01T00:00:00.000",NULL,121143,-73.943378,10032,40.832603,10001034,"A","2013-10-09T00:00:00.000",NULL,"Washington Heights South",12,"Close",7,241,1021140026,"1",2114,42709,4707237,"VIOLATION CLOSED","2014-10-24T00:00:00.000",26,"2013-10-11T00:00:00.000","Original",502,NULL,"522","MANHATTAN",1062689,1,"2013-10-15T00:00:00.000",36890,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE KITCHEN  LOCATED AT APT 1\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-18T00:00:00.000","520","520","1"
"SEAMAN AVENUE","2013-12-03T00:00:00.000",NULL,115389,-73.925639,10034,40.867882,10001037,"B","2013-10-09T00:00:00.000",NULL,"Marble Hill-Inwood",12,"Close",10,295,1022480040,"Fire Escape",2248,27552,4707739,"VIOLATION CLOSED","2015-02-19T00:00:00.000",40,"2013-10-12T00:00:00.000","Original",539,NULL,"70","MANHATTAN",1065071,1,"2013-10-15T00:00:00.000",30190,"SECTION 27-2005\, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES DROP LADDERS OBSTRUCTED BY SIDEWALK SHED AT NORTH AND SOUTH (FRONT OF BUILDING)  AT FIRE ESCAPE",19,"2013-11-19T00:00:00.000","60","60",NULL
"GRAND CONCOURSE","2013-11-28T00:00:00.000",NULL,203970,-73.912796,10457,40.840612,10001039,"B","2013-10-09T00:00:00.000",NULL,"East Concourse-Concourse Village",4,"Close",14,225,2028320040,"3",2832,81701,4705665,"VIOLATION CLOSED","2015-06-02T00:00:00.000",40,"2013-10-09T00:00:00.000","Original",702,"2014-01-02T00:00:00.000","1466","BRONX",2007993,2,"2013-10-10T00:00:00.000",36420,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH \, SECTION  AT  NORTH",19,"2013-11-14T00:00:00.000","1466","1466","3C"
"GRAND CONCOURSE","2013-11-28T00:00:00.000",NULL,203970,-73.912796,10457,40.840612,10001041,"B","2013-10-09T00:00:00.000",NULL,"East Concourse-Concourse Village",4,"Close",14,225,2028320040,"3",2832,81701,4705665,"VIOLATION CLOSED","2015-06-02T00:00:00.000",40,"2013-10-09T00:00:00.000","Original",1502,"2014-01-02T00:00:00.000","1466","BRONX",2007993,2,"2013-10-10T00:00:00.000",36420,"SECTION 27-2046.1\, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE\, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH \, SECTION  AT  NORTH",19,"2013-11-14T00:00:00.000","1466","1466","3C"
"FOSTER AVENUE","2014-01-28T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001042,"A","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706698,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",556,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st DOOR FRAME  FROM NORTH AT EAST WALL\,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 2nd ROOM  FROM EAST LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2014-01-28T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001043,"A","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706698,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",556,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st DOOR FRAME  FROM NORTH AT EAST WALL\,         1st DOOR  FROM NORTH AT EAST WALL\,         1st CLOSET  FROM NORTH AT EAST WALL DOOR\,         1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME\,         1st WINDOW FRAME  FROM WEST AT NORTH WALL\,         2nd WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 4th ROOM  FROM EAST LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2013-11-29T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001044,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706699,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",508,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           EAST WALL\,         1st CLOSET  FROM NORTH AT EAST WALL WALL\,         SOUTH WALL\,         WEST WALL\,         NORTH WALL IN THE 4th ROOM  FROM EAST LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2014-01-28T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001045,"A","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706698,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",556,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME\,         1st CLOSET  FROM NORTH AT EAST WALL DOOR IN THE FOYER  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2013-11-29T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001046,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706699,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",508,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           1st CLOSET  FROM NORTH AT EAST WALL WALL\,         NORTH WALL\,         SOUTH WALL IN THE FOYER  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2014-01-28T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001047,"A","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706698,"VIOLATION CLOSED","2016-11-04T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",501,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH\, NORTH WALL  IN THE KITCHEN  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2014-01-28T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001048,"A","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706698,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",501,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE SPRING  BALANCE AT LOWER WINDOW SASH  AT NORTH-1 AND NORTH-2\,   IN THE 4th ROOM  FROM EAST LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2013-11-29T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001050,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706699,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",569,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2013-11-29T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001051,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706699,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",568,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2814","2818","3C"
"FOSTER AVENUE","2013-11-29T00:00:00.000",NULL,322835,-73.949909,11210,40.638514,10001052,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",45,788,3052300076,"3",5230,294910,4706699,"VIOLATION CLOSED","2015-07-27T00:00:00.000",76,"2013-10-10T00:00:00.000","Original",570,NULL,"2824","BROOKLYN",3121019,3,"2013-10-11T00:00:00.000",41730,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2814","2818","3C"
"OCEAN AVENUE","2013-11-29T00:00:00.000",NULL,320155,-73.955861,11230,40.622983,10001060,"B","2013-10-09T00:00:00.000",NULL,"Midwood",14,"Close",45,760,3076200041,"2",7620,347249,4706760,"VIOLATION CLOSED","2014-08-21T00:00:00.000",41,"2013-10-10T00:00:00.000","Original",502,NULL,"1589","BROOKLYN",3208318,3,"2013-10-11T00:00:00.000",67530,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD DOOR AND WOOD FRAME AT ENTRANCE DOOR   IN THE ENTIRE APARTMENT  LOCATED AT APT 2M\, 2nd STORY\, 1st APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","1589","1589","2M"
"WEST 156 STREET","2014-02-01T00:00:00.000",NULL,121143,-73.943378,10032,40.832603,10001062,"A","2013-10-09T00:00:00.000",NULL,"Washington Heights South",12,"Close",7,241,1021140026,"1",2114,42709,4707237,"VIOLATION CLOSED","2014-10-24T00:00:00.000",26,"2013-10-11T00:00:00.000","Original",501,NULL,"522","MANHATTAN",1062689,1,"2013-10-15T00:00:00.000",36890,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRIC OUTLET AT WEST WALL  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 1\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-18T00:00:00.000","520","520","1"
"WEST 156 STREET","2014-02-01T00:00:00.000",NULL,121143,-73.943378,10032,40.832603,10001067,"A","2013-10-09T00:00:00.000",NULL,"Washington Heights South",12,"Close",7,241,1021140026,"1",2114,42709,4707237,"VIOLATION CLOSED","2014-10-24T00:00:00.000",26,"2013-10-11T00:00:00.000","Original",504,NULL,"522","MANHATTAN",1062689,1,"2013-10-15T00:00:00.000",36890,"SECTION 27-2005 ADM CODE  PROVIDE ELECTRIC OUTLET COVER PLATE  IN THE KITCHEN  LOCATED AT APT 1\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-18T00:00:00.000","520","520","1"
"WEST 4 STREET","2013-10-24T00:00:00.000",NULL,345223,-73.977268,11223,40.605574,10001068,"C","2013-10-09T00:00:00.000",NULL,"Bensonhurst East",11,"Open",44,424,3066520013,"1",6652,390628,4706827,"NOT COMPLIED WITH","2015-01-14T00:00:00.000",13,"2013-10-10T00:00:00.000","Original",501,"2013-10-18T00:00:00.000","1722","BROOKLYN",3176904,3,"2013-10-11T00:00:00.000",90680,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT VESTIBULE DOOR   AT PUBLIC HALL\, 1st STORY",21,"2013-10-19T00:00:00.000","1722","1722",NULL
"WEST 4 STREET","2013-11-29T00:00:00.000",NULL,345223,-73.977268,11223,40.605574,10001082,"B","2013-10-09T00:00:00.000",NULL,"Bensonhurst East",11,"Close",44,424,3066520013,"Yards / Courts",6652,390628,4706826,"VIOLATION CLOSED","2015-01-14T00:00:00.000",13,"2013-10-10T00:00:00.000","Original",530,NULL,"1722","BROOKLYN",3176904,3,"2013-10-11T00:00:00.000",90680,"SECTION 27-2005\, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT NORTH INER COURT YARD",19,"2013-11-15T00:00:00.000","1722","1722",NULL
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001094,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",689,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2005\, 2006\, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRING AT THE CEILING  IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001103,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",505,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT THE CEILING  IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"DIVISION AVENUE","2014-01-28T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001115,"A","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706674,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",508,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2014-01-14T00:00:00.000","279","281","27"
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001119,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",501,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTERBALANCE AT THE UPPER SASH  IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"WEST 151 STREET","2013-12-03T00:00:00.000",NULL,111437,-73.948077,10031,40.830396,10001121,"B","2013-10-09T00:00:00.000",NULL,"Hamilton Heights",9,"Close",7,237,1020980023,"4",2098,42521,4707235,"VIOLATION CLOSED","2016-02-23T00:00:00.000",23,"2013-10-11T00:00:00.000","Original",508,NULL,"605","MANHATTAN",1062455,1,"2013-10-15T00:00:00.000",36790,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 41\, 4th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-19T00:00:00.000","605","605","41"
"CARROLL STREET","2013-11-28T00:00:00.000",NULL,317102,-73.953965,11225,40.667366,10001124,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights South",9,"Close",35,323,3012810040,"2",1281,217319,4705834,"VIOLATION CLOSED","2015-06-24T00:00:00.000",40,"2013-10-09T00:00:00.000","Original",568,NULL,"1091","BROOKLYN",3033491,3,"2013-10-10T00:00:00.000",24830,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT C4\, 2nd STORY\, APARTMENT AT  SOUTH \, SECTION  AT  NORTHEAST",19,"2013-11-14T00:00:00.000","1083","1087","C4"
"WEST 4 STREET","2013-11-29T00:00:00.000",NULL,345223,-73.977268,11223,40.605574,10001127,"B","2013-10-09T00:00:00.000",NULL,"Bensonhurst East",11,"Open",44,424,3066520013,"4",6652,390628,4706826,"NOT COMPLIED WITH","2015-01-14T00:00:00.000",13,"2013-10-10T00:00:00.000","Original",505,NULL,"1722","BROOKLYN",3176904,3,"2013-10-11T00:00:00.000",90680,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOOD HANDRAIL UP TO INTERMEDIATE LANDING  AT PUBLIC HALL\, 4th STORY",21,"2013-11-15T00:00:00.000","1722","1722",NULL
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001128,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",508,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 5th ROOM  FROM NORTH LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"WEST 151 STREET","2013-12-03T00:00:00.000",NULL,111437,-73.948077,10031,40.830396,10001129,"B","2013-10-09T00:00:00.000",NULL,"Hamilton Heights",9,"Close",7,237,1020980023,"4",2098,42521,4707235,"VIOLATION CLOSED","2016-02-23T00:00:00.000",23,"2013-10-11T00:00:00.000","Original",508,NULL,"605","MANHATTAN",1062455,1,"2013-10-15T00:00:00.000",36790,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 41\, 4th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-19T00:00:00.000","605","605","41"
"CARROLL STREET","2013-11-28T00:00:00.000",NULL,317102,-73.953965,11225,40.667366,10001133,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights South",9,"Close",35,323,3012810040,"2",1281,217319,4705834,"VIOLATION CLOSED","2015-06-24T00:00:00.000",40,"2013-10-09T00:00:00.000","Original",1502,NULL,"1091","BROOKLYN",3033491,3,"2013-10-10T00:00:00.000",24830,"SECTION 27-2046.1\, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE\, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT C4\, 2nd STORY\, APARTMENT AT  SOUTH \, SECTION  AT  NORTHEAST",19,"2013-11-14T00:00:00.000","1083","1087","C4"
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001136,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",702,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR THAT IS MISSING  LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"CARROLL STREET","2013-11-28T00:00:00.000",NULL,317102,-73.953965,11225,40.667366,10001142,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights South",9,"Close",35,323,3012810040,"2",1281,217319,4705834,"VIOLATION CLOSED","2015-06-24T00:00:00.000",40,"2013-10-09T00:00:00.000","Original",702,NULL,"1091","BROOKLYN",3033491,3,"2013-10-10T00:00:00.000",24830,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT C4\, 2nd STORY\, APARTMENT AT  SOUTH \, SECTION  AT  NORTHEAST",19,"2013-11-14T00:00:00.000","1083","1087","C4"
"DIVISION AVENUE","2013-11-29T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001145,"B","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706675,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",1503,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). THAT IS DEFECTIVE  LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","279","281","27"
"GODWIN TERRACE","2013-10-24T00:00:00.000",NULL,202375,-73.906574,10463,40.878331,10001147,"C","2013-10-09T00:00:00.000",NULL,"Spuyten Duyvil-Kingsbridge",8,"Close",11,289,2057030209,"Yards / Courts",5703,80960,4706458,"VIOLATION CLOSED","2016-03-22T00:00:00.000",209,"2013-10-10T00:00:00.000","Original",510,NULL,"3025","BRONX",2083158,2,"2013-10-11T00:00:00.000",36020,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF DISCARDED REFRIGERATOR WITH DOORS INTACT   AT FIRE PASSAGE WAY\, SECTION ''SOUTH ''",19,"2013-10-19T00:00:00.000","3025","3025",NULL
"DIVISION AVENUE","2014-01-28T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001159,"A","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"5",2152,233734,4706674,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",554,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE  DOOR  IN THE ENTRANCE  LOCATED AT APT 27\, 5th STORY\, APARTMENT AT  EAST",19,"2014-01-14T00:00:00.000","279","281","27"
"CARROLL STREET","2013-11-29T00:00:00.000",NULL,317102,-73.953965,11225,40.667366,10001160,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights South",9,"Close",35,323,3012810040,"2",1281,217319,4706658,"VIOLATION CLOSED","2015-06-24T00:00:00.000",40,"2013-10-10T00:00:00.000","Original",502,NULL,"1091","BROOKLYN",3033491,3,"2013-10-11T00:00:00.000",24830,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES ON  FLOOR  IN THE ENTIRE APARTMENT  LOCATED AT APT C4\, 2nd STORY\, APARTMENT AT  SOUTH \, SECTION  AT  NORTHEAST",19,"2013-11-15T00:00:00.000","1083","1087","C4"
"DIVISION AVENUE","2014-01-28T00:00:00.000",NULL,333801,-73.956559,11211,40.707108,10001169,"A","2013-10-09T00:00:00.000",NULL,"Williamsburg",1,"Close",33,529,3021520030,"1",2152,233734,4706674,"VIOLATION CLOSED","2015-02-07T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",722,NULL,"281","BROOKLYN",3059765,3,"2013-10-11T00:00:00.000",33030,"SECTION 27-2053 ADM CODE  POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME\, ADDRESS INCLUDING APARTMENT NUMBER IF ANY\, AND TELEPHONE NUMBER OF SUPERINTENDENT\, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL\, 1st STORY",19,"2014-01-14T00:00:00.000","279","281",NULL
"WEST 4 STREET","2013-11-29T00:00:00.000",NULL,345223,-73.977268,11223,40.605574,10001173,"B","2013-10-09T00:00:00.000",NULL,"Bensonhurst East",11,"Open",44,424,3066520013,"Fire Escape",6652,390628,4706826,"NOT COMPLIED WITH","2015-01-14T00:00:00.000",13,"2013-10-10T00:00:00.000","Original",539,NULL,"1722","BROOKLYN",3176904,3,"2013-10-11T00:00:00.000",90680,"SECTION 27-2005\, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES FREE STANDING AIR CONDITIONER AT 3RD STORY BALCONY AT NORTH FIRE ESCAPE",21,"2013-11-15T00:00:00.000","1722","1722",NULL
